matrl_id,sale_nums,sale_time
188,4.0,20180720
188,2.0,20180726
188,2.0,20180812
188,2.0,20180820
188,2.0,20180903
188,1.0,20180927
188,2.0,20181006
188,2.0,20181021
188,1.0,20181031
188,7.0,20181115
188,1.0,20181206
188,1.0,20181213
188,1.0,20181225
188,2.0,20181228
188,4.0,20190114
188,2.0,20190126
188,2.0,20190129
188,2.0,20190226
188,2.0,20190306
188,21.0,20190308
188,2.0,20190309
188,5.0,20190312
188,4.0,20190420
188,1.0,20190516
188,2.0,20190528
188,8.0,20190618
188,2.0,20190620
188,2.0,20190712
188,2.0,20190717
188,2.0,20190808
188,1.0,20190825
188,3.0,20190829
188,1.0,20190912
188,1.0,20190920
188,2.0,20190927
188,2.0,20191004
188,1.0,20191112
188,4.0,20191117
188,4.0,20191119
188,2.0,20191120
188,1.0,20191130
188,2.0,20191208
188,1.0,20200113
188,1.0,20200115
188,4.0,20200316
188,1.0,20200319
188,2.0,20200415
188,2.0,20200421
188,12.0,20200422
188,2.0,20200513
188,1.0,20200521
188,2.0,20200602
188,1.0,20200608
188,1.0,20200610
188,2.0,20200615
188,2.0,20200616
188,2.0,20200619
188,1.0,20200624
188,2.0,20200627
188,1.0,20200630
167,1.0,20180122
167,1.0,20180331
167,1.0,20180410
167,2.0,20180416
167,4.0,20180521
167,1.0,20180523
167,2.0,20180528
167,1.0,20180619
167,1.0,20180815
167,1.0,20180819
167,1.0,20180917
167,1.0,20181012
167,1.0,20181030
167,13.0,20181106
167,30.0,20181117
167,2.0,20181122
167,27.0,20181124
167,1.0,20181127
167,1.0,20190123
167,1.0,20190304
167,20.0,20190310
167,1.0,20190315
167,1.0,20190321
167,1.0,20190418
167,21.0,20190426
167,3.0,20190429
167,1.0,20190508
167,20.0,20190511
167,3.0,20190515
167,2.0,20190516
167,1.0,20190619
167,1.0,20190627
167,20.0,20190703
167,4.0,20190723
167,2.0,20190731
167,1.0,20190804
167,1.0,20190818
167,14.0,20190829
167,2.0,20190918
167,1.0,20190925
167,6.0,20190926
167,1.0,20190927
167,1.0,20191009
167,2.0,20191015
167,1.0,20191016
167,1.0,20191111
167,20.0,20191121
167,2.0,20191210
167,1.0,20191211
167,1.0,20191227
167,20.0,20200312
167,1.0,20200326
167,30.0,20200330
167,1.0,20200511
167,2.0,20200528
167,1.0,20200529
167,6.0,20200630
727,2.0,20180127
727,1.0,20180129
727,1.0,20180228
727,1.0,20180312
727,1.0,20180328
727,1.0,20180330
727,1.0,20180420
727,1.0,20180506
727,1.0,20180620
727,1.0,20180703
727,1.0,20180816
727,1.0,20190121
727,2.0,20190320
727,1.0,20190408
727,1.0,20190603
727,1.0,20190701
727,1.0,20190909
727,3.0,20191023
727,1.0,20191122
727,1.0,20191129
727,1.0,20200325
727,2.0,20200417
727,1.0,20200428
727,3.0,20200429
727,2.0,20200524
727,2.0,20200622
727,3.0,20200629
438,1.0,20180127
438,1.0,20180129
438,1.0,20180228
438,1.0,20180312
438,1.0,20180328
438,1.0,20180330
438,1.0,20180420
438,1.0,20180506
438,1.0,20180620
438,1.0,20180703
438,1.0,20180816
438,1.0,20181206
438,1.0,20181218
438,1.0,20190121
438,2.0,20190320
438,1.0,20190408
438,1.0,20190603
438,1.0,20190614
438,1.0,20190625
438,1.0,20190701
438,1.0,20190909
438,3.0,20191023
438,1.0,20191129
438,2.0,20200417
438,1.0,20200428
438,3.0,20200429
438,2.0,20200524
438,2.0,20200622
438,2.0,20200629
1159,1.0,20180106
1159,4.0,20180116
1159,1.0,20180119
1159,1.0,20180123
1159,3.0,20180125
1159,3.0,20180129
1159,1.0,20180130
1159,2.0,20180205
1159,2.0,20180206
1159,1.0,20180224
1159,1.0,20180226
1159,1.0,20180227
1159,2.0,20180228
1159,3.0,20180302
1159,1.0,20180303
1159,1.0,20180305
1159,2.0,20180306
1159,3.0,20180309
1159,1.0,20180311
1159,2.0,20180313
1159,4.0,20180316
1159,1.0,20180319
1159,4.0,20180320
1159,2.0,20180321
1159,1.0,20180328
1159,1.0,20180403
1159,1.0,20180408
1159,2.0,20180410
1159,1.0,20180412
1159,2.0,20180414
1159,1.0,20180416
1159,2.0,20180418
1159,1.0,20180419
1159,7.0,20180420
1159,2.0,20180425
1159,3.0,20180502
1159,14.0,20180504
1159,2.0,20180505
1159,12.0,20180507
1159,1.0,20180509
1159,2.0,20180511
1159,6.0,20180517
1159,2.0,20180519
1159,1.0,20180523
1159,7.0,20180524
1159,1.0,20180531
1159,1.0,20180602
1159,1.0,20180603
1159,2.0,20180604
1159,2.0,20180605
1159,2.0,20180607
1159,2.0,20180609
1159,1.0,20180611
1159,1.0,20180612
1159,2.0,20180619
1159,2.0,20180620
1159,2.0,20180628
1159,1.0,20180629
1159,2.0,20180710
1159,1.0,20180712
1159,2.0,20180716
1159,1.0,20180717
1159,1.0,20180718
1159,1.0,20180719
1159,1.0,20180721
1159,3.0,20180725
1159,1.0,20180728
1159,2.0,20180730
1159,3.0,20180731
1159,1.0,20180801
1159,5.0,20180803
1159,4.0,20180804
1159,1.0,20180810
1159,1.0,20180815
1159,3.0,20180823
1159,12.0,20180830
1159,1.0,20180831
1159,1.0,20180902
1159,2.0,20180903
1159,2.0,20180904
1159,2.0,20180908
1159,1.0,20180920
1159,2.0,20180926
1159,1.0,20180928
1159,3.0,20180930
1159,4.0,20181010
1159,1.0,20181012
1159,1.0,20181015
1159,1.0,20181016
1159,3.0,20181018
1159,1.0,20181019
1159,1.0,20181022
1159,2.0,20181029
1159,1.0,20181031
1159,1.0,20181103
1159,1.0,20181106
1159,1.0,20181108
1159,1.0,20181113
1159,1.0,20181115
1159,1.0,20181120
1159,2.0,20181122
1159,1.0,20181126
1159,1.0,20181127
1159,1.0,20181130
1159,1.0,20181205
1159,2.0,20181207
1159,1.0,20181210
1159,3.0,20181211
1159,2.0,20181222
1159,2.0,20181229
1159,1.0,20190105
1159,1.0,20190106
1159,2.0,20190109
1159,1.0,20190110
1159,1.0,20190114
1159,1.0,20190118
1159,1.0,20190119
1159,1.0,20190120
1159,1.0,20190129
1159,1.0,20190216
1159,3.0,20190218
1159,1.0,20190228
1159,2.0,20190304
1159,1.0,20190309
1159,1.0,20190311
1159,1.0,20190314
1159,1.0,20190316
1159,1.0,20190320
1159,1.0,20190322
1159,2.0,20190323
1159,2.0,20190325
1159,11.0,20190326
1159,5.0,20190329
1159,1.0,20190330
1159,4.0,20190402
1159,1.0,20190410
1159,1.0,20190416
1159,1.0,20190418
1159,1.0,20190419
1159,1.0,20190421
1159,1.0,20190505
1159,2.0,20190507
1159,1.0,20190508
1159,1.0,20190514
1159,2.0,20190515
1159,1.0,20190517
1159,1.0,20190519
1159,1.0,20190524
1159,2.0,20190603
1159,1.0,20190604
1159,1.0,20190610
1159,1.0,20190611
1159,1.0,20190612
1159,3.0,20190613
1159,4.0,20190618
1159,7.0,20190626
1159,3.0,20190627
1159,2.0,20190628
1159,1.0,20190629
1159,1.0,20190703
1159,1.0,20190706
1159,4.0,20190709
1159,1.0,20190710
1159,2.0,20190711
1159,1.0,20190716
1159,3.0,20190719
1159,1.0,20190720
1159,1.0,20190723
1159,2.0,20190730
1159,2.0,20190803
1159,1.0,20190827
1159,1.0,20190830
1159,4.0,20190904
1159,7.0,20190906
1159,2.0,20190909
1159,1.0,20190917
1159,1.0,20190918
1159,1.0,20190920
1159,2.0,20190922
1159,5.0,20190924
1159,1.0,20190928
1159,1.0,20190929
1159,1.0,20191005
1159,1.0,20191008
1159,1.0,20191012
1159,3.0,20191015
1159,1.0,20191016
1159,2.0,20191017
1159,3.0,20191025
1159,1.0,20191028
1159,2.0,20191030
1159,1.0,20191110
1159,2.0,20191111
1159,1.0,20191112
1159,2.0,20191115
1159,1.0,20191118
1159,2.0,20191120
1159,4.0,20191121
1159,4.0,20191202
1159,5.0,20191206
1159,2.0,20191209
1159,4.0,20191212
1159,1.0,20191216
1159,3.0,20191218
1159,1.0,20191220
1159,1.0,20191223
1159,1.0,20191224
1159,3.0,20191226
1159,2.0,20200109
1159,1.0,20200114
1159,1.0,20200225
1159,1.0,20200226
1159,1.0,20200227
1159,2.0,20200306
1159,1.0,20200307
1159,1.0,20200312
1159,5.0,20200324
1159,1.0,20200325
1159,2.0,20200326
1159,1.0,20200328
1159,2.0,20200329
1159,1.0,20200330
1159,1.0,20200401
1159,5.0,20200402
1159,1.0,20200405
1159,1.0,20200408
1159,1.0,20200409
1159,2.0,20200410
1159,1.0,20200413
1159,2.0,20200414
1159,1.0,20200415
1159,3.0,20200417
1159,1.0,20200420
1159,2.0,20200421
1159,4.0,20200422
1159,1.0,20200424
1159,1.0,20200425
1159,2.0,20200426
1159,4.0,20200427
1159,1.0,20200430
1159,1.0,20200511
1159,1.0,20200512
1159,1.0,20200513
1159,1.0,20200515
1159,2.0,20200517
1159,1.0,20200519
1159,1.0,20200522
1159,3.0,20200524
1159,2.0,20200525
1159,1.0,20200526
1159,1.0,20200529
1159,1.0,20200530
1159,1.0,20200531
1159,1.0,20200602
1159,1.0,20200605
1159,6.0,20200612
1159,1.0,20200620
1159,5.0,20200622
1159,1.0,20200624
459,2.0,20180115
459,24.0,20180119
459,2.0,20180122
459,6.0,20180123
459,3.0,20180124
459,5.0,20180126
459,12.0,20180201
459,1.0,20180204
459,16.0,20180205
459,1.0,20180206
459,2.0,20180223
459,2.0,20180226
459,10.0,20180227
459,2.0,20180306
459,1.0,20180307
459,2.0,20180308
459,15.0,20180309
459,10.0,20180314
459,1.0,20180320
459,4.0,20180321
459,1.0,20180324
459,1.0,20180327
459,2.0,20180328
459,1.0,20180329
459,1.0,20180330
459,1.0,20180401
459,15.0,20180402
459,2.0,20180403
459,2.0,20180409
459,50.0,20180410
459,5.0,20180414
459,11.0,20180416
459,1.0,20180417
459,3.0,20180418
459,44.0,20180419
459,2.0,20180502
459,1.0,20180504
459,1.0,20180505
459,3.0,20180507
459,157.0,20180509
459,1.0,20180510
459,2.0,20180515
459,2.0,20180521
459,1.0,20180527
459,6.0,20180528
459,1.0,20180529
459,3.0,20180530
459,1.0,20180531
459,3.0,20180605
459,5.0,20180607
459,1.0,20180613
459,2.0,20180615
459,1.0,20180625
459,1.0,20180627
459,2.0,20180630
459,4.0,20180703
459,8.0,20180704
459,4.0,20180706
459,2.0,20180713
459,7.0,20180716
459,1.0,20180717
459,1.0,20180718
459,2.0,20180724
459,2.0,20180725
459,1.0,20180729
459,1.0,20180810
459,5.0,20180814
459,3.0,20180818
459,3.0,20180824
459,2.0,20180827
459,3.0,20180903
459,6.0,20180904
459,1.0,20180906
459,1.0,20180910
459,2.0,20180917
459,2.0,20180926
459,2.0,20180927
459,2.0,20180929
459,2.0,20181012
459,210.0,20181018
459,2.0,20181023
459,4.0,20181024
459,2.0,20181030
459,2.0,20181105
459,1.0,20181107
459,24.0,20181108
459,12.0,20181109
459,1.0,20181116
459,3.0,20181122
459,1.0,20181123
459,10.0,20181124
459,3.0,20181126
459,12.0,20181204
459,1.0,20181218
459,8.0,20181221
459,1.0,20181230
459,5.0,20190108
459,1.0,20190110
459,2.0,20190118
459,16.0,20190119
459,2.0,20190121
459,50.0,20190122
459,5.0,20190125
459,2.0,20190129
459,2.0,20190216
459,1.0,20190217
459,2.0,20190218
459,2.0,20190302
459,11.0,20190304
459,6.0,20190305
459,1.0,20190308
459,1.0,20190310
459,2.0,20190311
459,2.0,20190315
459,1.0,20190321
459,4.0,20190323
459,3.0,20190325
459,4.0,20190326
459,3.0,20190328
459,12.0,20190403
459,1.0,20190404
459,3.0,20190407
459,1.0,20190409
459,1.0,20190412
459,1.0,20190418
459,4.0,20190419
459,10.0,20190422
459,4.0,20190425
459,8.0,20190506
459,1.0,20190508
459,5.0,20190515
459,100.0,20190518
459,4.0,20190521
459,6.0,20190522
459,3.0,20190528
459,4.0,20190603
459,11.0,20190604
459,3.0,20190605
459,3.0,20190610
459,1.0,20190613
459,3.0,20190621
459,7.0,20190626
459,1.0,20190630
459,2.0,20190705
459,1.0,20190709
459,2.0,20190713
459,8.0,20190716
459,10.0,20190720
459,1.0,20190722
459,10.0,20190723
459,4.0,20190805
459,6.0,20190806
459,6.0,20190812
459,1.0,20190823
459,1.0,20190824
459,1.0,20190825
459,11.0,20190826
459,2.0,20190903
459,2.0,20190905
459,6.0,20190906
459,1.0,20190909
459,2.0,20190910
459,49.0,20190911
459,10.0,20190912
459,3.0,20190916
459,1.0,20190921
459,2.0,20190927
459,2.0,20190930
459,2.0,20191009
459,5.0,20191015
459,1.0,20191017
459,2.0,20191106
459,2.0,20191107
459,200.0,20191111
459,6.0,20191112
459,103.0,20191114
459,2.0,20191121
459,5.0,20191123
459,10.0,20191125
459,1.0,20191127
459,6.0,20191128
459,3.0,20191203
459,8.0,20191206
459,1.0,20191212
459,9.0,20191217
459,3.0,20191219
459,1.0,20191220
459,5.0,20200114
459,5.0,20200115
459,6.0,20200226
459,3.0,20200303
459,4.0,20200316
459,2.0,20200318
459,5.0,20200319
459,15.0,20200323
459,1.0,20200325
459,2.0,20200402
459,2.0,20200405
459,5.0,20200409
459,5.0,20200411
459,6.0,20200415
459,2.0,20200416
459,1.0,20200417
459,4.0,20200422
459,5.0,20200423
459,4.0,20200424
459,1.0,20200426
459,10.0,20200427
459,6.0,20200429
459,1.0,20200430
459,1.0,20200501
459,1.0,20200504
459,5.0,20200507
459,1.0,20200508
459,4.0,20200509
459,12.0,20200513
459,2.0,20200516
459,4.0,20200518
459,1.0,20200520
459,5.0,20200522
459,1.0,20200527
459,2.0,20200528
459,4.0,20200529
459,4.0,20200530
459,2.0,20200604
459,10.0,20200605
459,10.0,20200607
459,2.0,20200608
459,8.0,20200609
459,2.0,20200612
459,1.0,20200614
459,1.0,20200615
459,2.0,20200619
459,13.0,20200620
540,1.0,20180110
540,1.0,20180112
540,1.0,20180115
540,3.0,20180116
540,4.0,20180119
540,2.0,20180123
540,13.0,20180126
540,1.0,20180129
540,2.0,20180223
540,2.0,20180226
540,2.0,20180308
540,1.0,20180312
540,1.0,20180401
540,6.0,20180403
540,5.0,20180416
540,3.0,20180418
540,1.0,20180419
540,2.0,20180502
540,1.0,20180514
540,1.0,20180527
540,1.0,20180529
540,3.0,20180530
540,1.0,20180625
540,1.0,20180627
540,4.0,20180706
540,1.0,20180717
540,1.0,20180718
540,1.0,20180729
540,1.0,20180818
540,1.0,20180824
540,2.0,20180827
540,1.0,20180903
540,1.0,20180910
540,2.0,20180917
540,1.0,20180920
540,1.0,20180925
540,2.0,20181012
540,1.0,20181023
540,4.0,20181024
540,1.0,20181030
540,1.0,20181106
540,2.0,20181108
540,2.0,20181109
540,1.0,20181116
540,3.0,20181126
540,3.0,20181204
540,1.0,20181205
540,1.0,20181218
540,5.0,20181221
540,1.0,20190110
540,2.0,20190118
540,2.0,20190121
540,2.0,20190129
540,2.0,20190216
540,2.0,20190228
540,5.0,20190304
540,1.0,20190308
540,2.0,20190315
540,2.0,20190325
540,2.0,20190404
540,1.0,20190409
540,1.0,20190418
540,1.0,20190423
540,2.0,20190426
540,1.0,20190505
540,1.0,20190516
540,13.0,20190523
540,2.0,20190528
540,1.0,20190603
540,8.0,20190604
540,2.0,20190605
540,3.0,20190626
540,5.0,20190702
540,2.0,20190703
540,2.0,20190720
540,2.0,20190805
540,1.0,20190806
540,2.0,20190826
540,2.0,20190827
540,2.0,20190905
540,1.0,20190911
540,3.0,20190916
540,3.0,20190925
540,1.0,20191009
540,3.0,20191121
540,10.0,20191125
540,2.0,20191127
540,1.0,20191128
540,3.0,20191203
540,7.0,20191206
540,1.0,20191209
540,10.0,20191217
540,1.0,20191223
540,2.0,20200225
540,1.0,20200303
540,5.0,20200323
540,2.0,20200324
540,1.0,20200325
540,17.0,20200327
540,5.0,20200329
540,5.0,20200402
540,2.0,20200405
540,1.0,20200408
540,4.0,20200410
540,1.0,20200414
540,1.0,20200416
540,1.0,20200417
540,1.0,20200422
540,1.0,20200423
540,2.0,20200424
540,1.0,20200501
540,1.0,20200504
540,5.0,20200507
540,7.0,20200508
540,2.0,20200510
540,1.0,20200513
540,4.0,20200514
540,4.0,20200515
540,2.0,20200520
540,9.0,20200522
540,5.0,20200524
540,2.0,20200528
540,4.0,20200529
540,1.0,20200530
540,3.0,20200531
540,2.0,20200604
540,3.0,20200607
540,2.0,20200608
540,1.0,20200611
540,1.0,20200614
540,1.0,20200615
540,3.0,20200619
540,1.0,20200620
540,1.0,20200621
540,1.0,20200622
540,2.0,20200628
632,2.0,20180119
632,1.0,20180121
632,6.0,20180126
632,3.0,20180205
632,1.0,20180223
632,1.0,20180226
632,1.0,20180308
632,1.0,20180321
632,3.0,20180403
632,1.0,20180409
632,2.0,20180416
632,1.0,20180507
632,1.0,20180514
632,1.0,20180528
632,1.0,20180613
632,1.0,20180706
632,2.0,20180814
632,1.0,20180910
632,1.0,20181030
632,1.0,20181106
632,2.0,20181126
632,1.0,20181204
632,1.0,20190112
632,1.0,20190118
632,2.0,20190124
632,1.0,20190129
632,1.0,20190216
632,2.0,20190228
632,1.0,20190323
632,2.0,20190404
632,1.0,20190505
632,1.0,20190522
632,1.0,20190528
632,5.0,20190618
632,3.0,20190626
632,2.0,20190702
632,2.0,20190720
632,1.0,20190806
632,1.0,20190911
632,1.0,20190916
632,1.0,20191009
632,2.0,20191112
632,2.0,20191116
632,1.0,20191119
632,2.0,20191125
632,1.0,20191126
632,1.0,20191127
632,2.0,20191129
632,1.0,20191203
632,2.0,20191217
632,5.0,20200114
632,1.0,20200225
632,3.0,20200320
632,17.0,20200323
632,2.0,20200324
632,3.0,20200325
632,1.0,20200326
632,3.0,20200329
632,5.0,20200402
632,1.0,20200410
632,2.0,20200417
632,4.0,20200422
632,1.0,20200424
632,5.0,20200427
632,1.0,20200503
632,2.0,20200508
632,1.0,20200513
632,2.0,20200514
632,2.0,20200515
632,2.0,20200516
632,2.0,20200520
632,6.0,20200522
632,1.0,20200528
632,2.0,20200529
632,2.0,20200530
632,1.0,20200604
632,3.0,20200607
632,1.0,20200619
632,1.0,20200620
632,1.0,20200621
270,20.0,20180130
270,20.0,20180404
270,2.0,20180422
270,20.0,20180505
270,12.0,20180518
270,20.0,20180607
270,10.0,20181124
270,11.0,20190109
270,4.0,20190222
270,2.0,20190425
270,20.0,20190509
270,2.0,20190511
270,3.0,20190611
270,1.0,20190617
270,6.0,20191018
270,2.0,20191122
270,6.0,20191128
270,2.0,20191204
270,5.0,20200306
270,2.0,20200309
270,30.0,20200408
270,20.0,20200427
270,24.0,20200511
270,3.0,20200601
270,8.0,20200622
949,20.0,20180130
949,2.0,20180308
949,20.0,20180404
949,6.0,20180518
949,20.0,20180607
949,14.0,20180724
949,6.0,20181124
949,11.0,20190109
949,4.0,20190222
949,20.0,20190509
949,2.0,20190511
949,1.0,20190617
949,1.0,20190824
949,10.0,20190918
949,1.0,20191122
949,15.0,20191128
949,2.0,20191204
949,1.0,20191212
949,5.0,20200306
949,2.0,20200309
949,10.0,20200427
253,1.0,20180105
253,5.0,20180106
253,24.0,20180108
253,5.0,20180109
253,2.0,20180110
253,9.0,20180111
253,1.0,20180112
253,3.0,20180113
253,4.0,20180115
253,17.0,20180116
253,2.0,20180117
253,19.0,20180118
253,17.0,20180119
253,1.0,20180120
253,1.0,20180121
253,12.0,20180122
253,16.0,20180123
253,1.0,20180124
253,3.0,20180125
253,6.0,20180126
253,2.0,20180127
253,20.0,20180129
253,14.0,20180130
253,6.0,20180131
253,3.0,20180201
253,8.0,20180204
253,13.0,20180205
253,7.0,20180206
253,4.0,20180207
253,1.0,20180208
253,1.0,20180209
253,1.0,20180210
253,1.0,20180223
253,1.0,20180224
253,6.0,20180225
253,19.0,20180226
253,1.0,20180227
253,1.0,20180228
253,1.0,20180302
253,3.0,20180303
253,1.0,20180304
253,14.0,20180305
253,10.0,20180306
253,1.0,20180307
253,12.0,20180308
253,8.0,20180309
253,5.0,20180310
253,1.0,20180311
253,4.0,20180312
253,3.0,20180313
253,4.0,20180314
253,14.0,20180315
253,2.0,20180316
253,3.0,20180317
253,2.0,20180318
253,5.0,20180319
253,11.0,20180320
253,17.0,20180321
253,10.0,20180322
253,2.0,20180323
253,4.0,20180324
253,5.0,20180325
253,8.0,20180326
253,8.0,20180327
253,4.0,20180328
253,12.0,20180329
253,10.0,20180330
253,3.0,20180331
253,1.0,20180401
253,7.0,20180402
253,18.0,20180403
253,30.0,20180404
253,2.0,20180405
253,13.0,20180406
253,3.0,20180407
253,24.0,20180408
253,9.0,20180409
253,21.0,20180410
253,6.0,20180411
253,6.0,20180412
253,11.0,20180413
253,12.0,20180416
253,19.0,20180417
253,9.0,20180418
253,12.0,20180419
253,7.0,20180420
253,19.0,20180421
253,5.0,20180422
253,8.0,20180423
253,5.0,20180424
253,12.0,20180425
253,4.0,20180426
253,2.0,20180427
253,8.0,20180430
253,13.0,20180502
253,4.0,20180503
253,7.0,20180504
253,2.0,20180505
253,5.0,20180506
253,5.0,20180507
253,2.0,20180508
253,30.0,20180509
253,3.0,20180510
253,1.0,20180511
253,9.0,20180513
253,3.0,20180514
253,5.0,20180515
253,2.0,20180516
253,13.0,20180517
253,4.0,20180518
253,12.0,20180519
253,6.0,20180521
253,13.0,20180522
253,6.0,20180523
253,30.0,20180524
253,15.0,20180525
253,3.0,20180526
253,17.0,20180528
253,85.0,20180529
253,3.0,20180530
253,6.0,20180531
253,6.0,20180601
253,2.0,20180602
253,7.0,20180604
253,2.0,20180606
253,6.0,20180607
253,15.0,20180611
253,6.0,20180612
253,4.0,20180613
253,12.0,20180614
253,10.0,20180615
253,1.0,20180617
253,5.0,20180620
253,8.0,20180621
253,2.0,20180622
253,11.0,20180625
253,2.0,20180626
253,2.0,20180627
253,2.0,20180628
253,2.0,20180629
253,1.0,20180702
253,17.0,20180703
253,7.0,20180704
253,2.0,20180705
253,7.0,20180706
253,1.0,20180707
253,3.0,20180709
253,10.0,20180710
253,3.0,20180711
253,2.0,20180712
253,7.0,20180713
253,8.0,20180716
253,1.0,20180718
253,5.0,20180719
253,1.0,20180720
253,1.0,20180723
